1 0
0.99637 0.000658274
0.99031 0.001757212
0.98349 0.002993969
0.97596 0.00435948
0.96791 0.00581929
0.95946 0.007351636
0.95065 0.008949266
0.94158 0.010594045
0.93234 0.012269652
0.923 0.013963394
0.91358 0.015671643
0.90413 0.017385332
0.89468 0.019099022
0.88521 0.020816338
0.87573 0.022535467
0.86624 0.02425641
0.85672 0.025982794
0.8472 0.027709177
0.83767 0.029437373
0.82814 0.03116557
0.81858 0.032899207
0.80901 0.034634658
0.7994 0.036377362
0.78977 0.038123693
0.78011 0.039875464
0.77043 0.041630862
0.76073 0.043389887
0.75102 0.045150725
0.74128 0.046917004
0.73153 0.048685096
0.72173 0.050462255
0.71187 0.052250295
0.70197 0.054045589
0.69202 0.055849949
0.68203 0.057661564
0.67205 0.059471365
0.66209 0.061277539
0.6522 0.063071019
0.64237 0.064853618
0.63262 0.066621711
0.62296 0.068373482
0.61338 0.070110746
0.60387 0.071835315
0.59442 0.073549005
0.58504 0.07525
0.57569 0.07693
0.56636 0.07852
0.55704 0.08002
0.54771 0.08145
0.53835 0.08281
0.52897 0.0841
0.51957 0.08532
0.51014 0.08647
0.50069 0.08755
0.49123 0.08856
0.48175 0.08951
0.47225 0.09039
0.46274 0.09121
0.45322 0.09195
0.4437 0.09264
0.43417 0.09325
0.42464 0.09379
0.41511 0.09427
0.40557 0.09468
0.39603 0.09503
0.38648 0.09531
0.37693 0.09553
0.36738 0.09569
0.35783 0.09578
0.34829 0.09581
0.33876 0.09576
0.32926 0.09566
0.31978 0.09547
0.31031 0.09523
0.30087 0.09492
0.29144 0.09453
0.28205 0.09409
0.27269 0.09357
0.26337 0.09297
0.25408 0.0923
0.24485 0.09156
0.23565 0.09075
0.22651 0.08985
0.21742 0.08888
0.20839 0.08782
0.19942 0.08668
0.19053 0.08547
0.1817 0.08416
0.17295 0.08277
0.16429 0.0813
0.15572 0.07972
0.14726 0.07807
0.13892 0.07633
0.13071 0.07449
0.12264 0.07256
0.11473 0.07053
0.10699 0.06842
0.09944 0.06623
0.09209 0.06395
0.08498 0.0616
0.07812 0.0592
0.07155 0.05673
0.0653 0.05424
0.05938 0.05173
0.05383 0.04922
0.04865 0.04674
0.04384 0.04429
0.03942 0.04189
0.03536 0.03955
0.03166 0.03728
0.02828 0.0351
0.02522 0.03299
0.02244 0.03097
0.01991 0.02902
0.01762 0.02715
0.01554 0.02535
0.01365 0.02361
0.01194 0.02194
0.01039 0.02032
0.00898 0.01876
0.0077 0.01725
0.00654 0.01578
0.0055 0.01436
0.00456 0.01299
0.00372 0.01165
0.00298 0.01026
0.00232 0.00885
0.00175 0.00765
0.00126 0.00667
0.00086 0.00553
0.00053 0.004
0.00028 0.00235
0.00011 0.00097
0.00002 0.00015
0.00001 -0.00004
0.00008 -0.00062
0.00025 -0.00189
0.00055 -0.00363
0.00097 -0.00506
0.00152 -0.0059
0.00219 -0.00673
0.00298 -0.0078
0.00389 -0.00879
0.00493 -0.00963
0.00609 -0.01044
0.00737 -0.01122
0.00875 -0.01192
0.01025 -0.01258
0.01187 -0.01322
0.01362 -0.01383
0.01551 -0.01443
0.01755 -0.01502
0.01976 -0.01561
0.02218 -0.0162
0.02483 -0.01679
0.02774 -0.0174
0.03095 -0.01801
0.03452 -0.01864
0.03851 -0.0193
0.04297 -0.01997
0.04797 -0.02066
0.05357 -0.02137
0.05981 -0.02211
0.0667 -0.02285
0.07423 -0.02361
0.08232 -0.02436
0.09089 -0.0251
0.09984 -0.02581
0.10908 -0.0265
0.11854 -0.02715
0.12815 -0.02777
0.13787 -0.02837
0.14767 -0.02891
0.15754 -0.02945
0.16745 -0.02993
0.17739 -0.0304
0.18737 -0.03083
0.19737 -0.03123
0.20739 -0.0316
0.21743 -0.03195
0.22747 -0.03228
0.23752 -0.03257
0.24757 -0.03285
0.25762 -0.0331
0.26768 -0.03333
0.27775 -0.03353
0.28782 -0.0337
0.29789 -0.03384
0.30795 -0.03396
0.31802 -0.03406
0.32809 -0.03414
0.33816 -0.03418
0.34824 -0.03419
0.35833 -0.03418
0.3684 -0.03415
0.37848 -0.03409
0.38855 -0.034
0.39864 -0.03388
0.40874 -0.03374
0.41885 -0.03356
0.42896 -0.03335
0.43906 -0.03313
0.44917 -0.03288
0.45927 -0.03261
0.46938 -0.03231
0.47949 -0.03198
0.48963 -0.03161
0.49978 -0.03123
0.50995 -0.03082
0.52014 -0.03038
0.53032 -0.02992
0.54051 -0.02944
0.55069 -0.02896
0.56088 -0.02844
0.57108 -0.02791
0.58129 -0.02735
0.59152 -0.02677
0.60177 -0.02617
0.61202 -0.02555
0.62228 -0.02493
0.63252 -0.02429
0.64277 -0.02364
0.65303 -0.022961036
0.6633 -0.02228141
0.67359 -0.02160046
0.68387 -0.020920172
0.69416 -0.020239223
0.70445 -0.019558273
0.71475 -0.018876662
0.72505 -0.018195051
0.73537 -0.017512116
0.7457 -0.016828519
0.75604 -0.016144261
0.7664 -0.015458679
0.77675 -0.014773759
0.78711 -0.014088177
0.79745 -0.013403919
0.80777 -0.012720984
0.81808 -0.012038711
0.82837 -0.011357762
0.83865 -0.010677474
0.8489 -0.009999171
0.85914 -0.009321531
0.86935 -0.008645875
0.87955 -0.007970882
0.88971 -0.007298535
0.89985 -0.006627512
0.90996 -0.005958474
0.92001 -0.005293406
0.92996 -0.004634957
0.93977 -0.003985772
0.94936 -0.003351145
0.95863 -0.002737695
0.96748 -0.002152039
0.97578 -0.001602779
0.98341 -0.001097857
0.99027 -0.000643891
0.99636 -0.00024088
